Year	Team	No.	Player	Pos	Pos2	Age	Ht	Wt	S	C	Exp	Birth Mth	Birth Day	Birth Year	Birthdate	Summary
1975-76	BOS	4	Bobby Orr	D	D	27	72	197	L	-	9	3	20	1948	3/20/48	"5 G, 13 A, 18 P"
1976-77	CHI	4	Bobby Orr	D	D	28	72	197	L	-	10	3	20	1948	3/20/48	"4 G, 19 A, 23 P"
1978-79	CHI	4	Bobby Orr	D	D	30	72	197	L	-	11	3	20	1948	3/20/48	"2 G, 2 A, 4 P"
1976-77	ATF	22	Bobby Simpson	LW	F	20	72	190	L	-	0	11	17	1956	11/17/56	"13 G, 10 A, 23 P"
1977-78	ATF	22	Bobby Simpson	LW	F	21	72	190	L	-	1	11	17	1956	11/17/56	"10 G, 8 A, 18 P"
1979-80	STL	22	Bobby Simpson	LW	F	23	72	190	L	-	2	11	17	1956	11/17/56	"2 G, 2 A, 4 P"
1981-82	PIT	28	Bobby Simpson	LW	F	25	72	190	L	-	3	11	17	1956	11/17/56	"9 G, 9 A, 18 P"
1982-83	PIT	"28,33"	Bobby Simpson	LW	F	26	72	190	L	-	4	11	17	1956	11/17/56	"1 G, 0 A, 1 P"
2003-04	WSH	15	Boyd Gordon	C	F	20	72	200	R	-	0	10	19	1983	10/19/83	"1 G, 5 A, 6 P"
2005-06	WSH	15	Boyd Gordon	RW	F	22	72	200	R	-	1	10	19	1983	10/19/83	"0 G, 1 A, 1 P"
2006-07	WSH	15	Boyd Gordon	RW	F	23	72	200	R	-	2	10	19	1983	10/19/83	"7 G, 22 A, 29 P"
2007-08	WSH	15	Boyd Gordon	C	F	24	72	200	R	-	3	10	19	1983	10/19/83	"7 G, 9 A, 16 P"
2008-09	WSH	15	Boyd Gordon	C	F	25	72	200	R	-	4	10	19	1983	10/19/83	"5 G, 9 A, 14 P"
2009-10	WSH	15	Boyd Gordon	RW	F	26	72	200	R	-	5	10	19	1983	10/19/83	"4 G, 6 A, 10 P"
2010-11	WSH	15	Boyd Gordon	RW	F	27	72	200	R	-	6	10	19	1983	10/19/83	"3 G, 6 A, 9 P"
2011-12	PHX	15	Boyd Gordon	RW	F	28	72	200	R	-	7	10	19	1983	10/19/83	"8 G, 15 A, 23 P"
2012-13	PHX	15	Boyd Gordon	RW	F	29	72	200	R	-	8	10	19	1983	10/19/83	"4 G, 10 A, 14 P"
2013-14	EDM	27	Boyd Gordon	C	F	30	72	200	R	-	9	10	19	1983	10/19/83	"8 G, 13 A, 21 P"
2014-15	EDM	27	Boyd Gordon	C	F	31	72	200	R	-	10	10	19	1983	10/19/83	"6 G, 4 A, 10 P"
2015-16	ARZ	15	Boyd Gordon	C	F	32	72	200	R	-	11	10	19	1983	10/19/83	"2 G, 2 A, 4 P"
2016-17	PHI	27	Boyd Gordon	C	F	33	72	200	R	-	12	10	19	1983	10/19/83	"1 G, 0 A, 1 P"
2011-12	FLA	73	Bracken Kearns	C	F	30	72	195	R	-	0	5	12	1981	5/12/81	"0 G, 0 A, 0 P"
2012-13	SJS	38	Bracken Kearns	C	F	31	72	195	R	-	1	5	12	1981	5/12/81	"0 G, 0 A, 0 P"
2013-14	SJS	38	Bracken Kearns	LW	F	32	72	195	R	-	2	5	12	1981	5/12/81	"3 G, 2 A, 5 P"
2015-16	NYI	38	Bracken Kearns	C	F	34	72	200	L	-	3	5	12	1981	5/12/81	"0 G, 1 A, 1 P"
2016-17	NYI	38	Bracken Kearns	C	F	35	72	200	L	-	4	5	12	1981	5/12/81	"0 G, 0 A, 0 P"
2003-04	SJS	24	Brad Boyes	C	F	21	72	195	R	-	0	4	17	1982	4/17/82	"0 G, 0 A, 0 P"
2005-06	BOS	26	Brad Boyes	C	F	23	72	195	R	-	1	4	17	1982	4/17/82	"26 G, 43 A, 69 P"
2006-07	BOS	26	Brad Boyes	C	F	24	72	195	R	-	2	4	17	1982	4/17/82	"13 G, 21 A, 34 P"
2006-07	STL	38	Brad Boyes	C	F	24	72	195	R	-	2	4	17	1982	4/17/82	"4 G, 8 A, 12 P"
2007-08	STL	22	Brad Boyes	RW	F	25	72	195	R	-	3	4	17	1982	4/17/82	"43 G, 22 A, 65 P"
2008-09	STL	22	Brad Boyes	RW	F	26	72	195	R	-	4	4	17	1982	4/17/82	"33 G, 39 A, 72 P"
2009-10	STL	22	Brad Boyes	C	F	27	72	195	R	-	5	4	17	1982	4/17/82	"14 G, 28 A, 42 P"
2010-11	BUF	22	Brad Boyes	C	F	28	72	195	R	-	6	4	17	1982	4/17/82	"5 G, 9 A, 14 P"
2010-11	STL	22	Brad Boyes	C	F	28	72	195	R	-	6	4	17	1982	4/17/82	"12 G, 29 A, 41 P"
2011-12	BUF	22	Brad Boyes	C	F	29	72	195	R	-	7	4	17	1982	4/17/82	"8 G, 15 A, 23 P"
2012-13	NYI	24	Brad Boyes	C	F	30	72	195	R	-	8	4	17	1982	4/17/82	"10 G, 25 A, 35 P"
2013-14	FLA	24	Brad Boyes	RW	F	31	72	195	R	-	9	4	17	1982	4/17/82	"21 G, 15 A, 36 P"
2014-15	FLA	24	Brad Boyes	RW	F	32	72	195	R	-	10	4	17	1982	4/17/82	"10 G, 16 A, 26 P"
2015-16	TOR	28	Brad Boyes	RW	F	33	72	199	R	-	11	4	17	1982	4/17/82	"8 G, 16 A, 24 P"
2003-04	CAR	47	Brad Fast	D	D	23	72	195	L	-	0	2	21	1980	2/21/80	"1 G, 0 A, 1 P"
1986-87	WPG	38	Brad Jones	LW	F	21	72	195	L	-	0	6	26	1965	6/26/65	"1 G, 0 A, 1 P"
1987-88	WPG	38	Brad Jones	LW	F	22	72	195	L	-	1	6	26	1965	6/26/65	"2 G, 5 A, 7 P"
1988-89	WPG	38	Brad Jones	LW	F	23	72	195	L	-	2	6	26	1965	6/26/65	"6 G, 5 A, 11 P"
1989-90	WPG	38	Brad Jones	LW	F	24	72	195	L	-	3	6	26	1965	6/26/65	"0 G, 0 A, 0 P"
1990-91	LAK	47	Brad Jones	RW	F	25	72	195	L	-	4	6	26	1965	6/26/65	"9 G, 11 A, 20 P"
1991-92	PHI	47	Brad Jones	LW	F	26	72	195	L	-	5	6	26	1965	6/26/65	"7 G, 10 A, 17 P"
1997-98	COL	40	Brad Larsen	LW	F	20	72	210	L	-	0	6	28	1977	6/28/77	"0 G, 0 A, 0 P"
2000-01	COL	9	Brad Larsen	LW	F	23	72	210	L	-	1	6	28	1977	6/28/77	"0 G, 0 A, 0 P"
2001-02	COL	9	Brad Larsen	LW	F	24	72	210	L	-	2	6	28	1977	6/28/77	"2 G, 7 A, 9 P"
2002-03	COL	9	Brad Larsen	LW	F	25	72	210	L	-	3	6	28	1977	6/28/77	"0 G, 3 A, 3 P"
2003-04	COL	15	Brad Larsen	LW	F	26	72	210	L	-	4	6	28	1977	6/28/77	"2 G, 2 A, 4 P"
2003-04	ATL	29	Brad Larsen	LW	F	26	72	210	L	-	4	6	28	1977	6/28/77	"0 G, 0 A, 0 P"
2005-06	ATL	29	Brad Larsen	LW	F	28	72	210	L	-	5	6	28	1977	6/28/77	"7 G, 8 A, 15 P"
2006-07	ATL	29	Brad Larsen	LW	F	29	72	210	L	-	6	6	28	1977	6/28/77	"7 G, 6 A, 13 P"
2007-08	ATL	29	Brad Larsen	LW	F	30	72	210	L	-	7	6	28	1977	6/28/77	"1 G, 3 A, 4 P"
1986-87	NYI	32	Brad Lauer	RW	F	20	72	195	L	-	0	10	27	1966	10/27/66	"7 G, 14 A, 21 P"
1987-88	NYI	32	Brad Lauer	RW	F	21	72	195	L	-	1	10	27	1966	10/27/66	"17 G, 18 A, 35 P"
1988-89	NYI	32	Brad Lauer	LW	F	22	72	195	L	-	2	10	27	1966	10/27/66	"3 G, 2 A, 5 P"
1989-90	NYI	32	Brad Lauer	LW	F	23	72	195	L	-	3	10	27	1966	10/27/66	"6 G, 18 A, 24 P"
1990-91	NYI	32	Brad Lauer	LW	F	24	72	195	L	-	4	10	27	1966	10/27/66	"4 G, 8 A, 12 P"
1991-92	NYI	10	Brad Lauer	LW	F	25	72	195	L	-	5	10	27	1966	10/27/66	"1 G, 0 A, 1 P"
1991-92	CHI	"11,15"	Brad Lauer	LW	F	25	72	195	L	-	5	10	27	1966	10/27/66	"0 G, 0 A, 0 P"
1992-93	CHI	15	Brad Lauer	LW	F	26	72	195	L	-	6	10	27	1966	10/27/66	"0 G, 1 A, 1 P"
1993-94	OTT	16	Brad Lauer	LW	F	27	72	195	L	-	7	10	27	1966	10/27/66	"2 G, 5 A, 7 P"
1995-96	PIT	14	Brad Lauer	LW	F	29	72	195	L	-	8	10	27	1966	10/27/66	"4 G, 1 A, 5 P"
2010-11	NJD	22	Brad Mills	C	F	27	72	195	R	-	0	5	3	1983	5/3/83	"1 G, 0 A, 1 P"
2011-12	NJD	11	Brad Mills	C	F	28	72	195	R	-	1	5	3	1983	5/3/83	"0 G, 1 A, 1 P"
2013-14	CHI	51	Brad Mills	C	F	30	72	195	R	-	2	5	3	1983	5/3/83	"0 G, 0 A, 0 P"
1980-81	MNS	14	Brad Palmer	LW	F	19	72	185	L	-	0	9	14	1961	9/14/61	"4 G, 4 A, 8 P"
1981-82	MNS	14	Brad Palmer	LW	F	20	72	185	L	-	1	9	14	1961	9/14/61	"22 G, 23 A, 45 P"
1982-83	BOS	21	Brad Palmer	LW	F	21	72	185	L	-	2	9	14	1961	9/14/61	"6 G, 11 A, 17 P"
1968-69	NYR	2	Brad Park	D	D	20	72	200	L	-	0	7	6	1948	7/6/48	"3 G, 23 A, 26 P"
1969-70	NYR	2	Brad Park	D	D	21	72	200	L	-	1	7	6	1948	7/6/48	"11 G, 26 A, 37 P"
1970-71	NYR	2	Brad Park	D	D	22	72	200	L	-	2	7	6	1948	7/6/48	"7 G, 37 A, 44 P"
1971-72	NYR	2	Brad Park	D	D	23	72	200	L	-	3	7	6	1948	7/6/48	"24 G, 49 A, 73 P"
1972-73	NYR	2	Brad Park	D	D	24	72	200	L	-	4	7	6	1948	7/6/48	"10 G, 43 A, 53 P"
1973-74	NYR	2	Brad Park	D	D	25	72	200	L	-	5	7	6	1948	7/6/48	"25 G, 57 A, 82 P"
1974-75	NYR	2	Brad Park	D	D	26	72	200	L	-	6	7	6	1948	7/6/48	"13 G, 44 A, 57 P"
1975-76	NYR	2	Brad Park	D	D	27	72	200	L	-	7	7	6	1948	7/6/48	"2 G, 4 A, 6 P"
1975-76	BOS	22	Brad Park	D	D	27	72	200	L	-	7	7	6	1948	7/6/48	"16 G, 37 A, 53 P"
1976-77	BOS	22	Brad Park	D	D	28	72	200	L	-	8	7	6	1948	7/6/48	"12 G, 55 A, 67 P"
1977-78	BOS	22	Brad Park	D	D	29	72	200	L	-	9	7	6	1948	7/6/48	"22 G, 57 A, 79 P"
1978-79	BOS	22	Brad Park	D	D	30	72	200	L	-	10	7	6	1948	7/6/48	"7 G, 32 A, 39 P"
1979-80	BOS	22	Brad Park	D	D	31	72	200	L	-	11	7	6	1948	7/6/48	"5 G, 16 A, 21 P"
1980-81	BOS	22	Brad Park	D	D	32	72	200	L	-	12	7	6	1948	7/6/48	"14 G, 52 A, 66 P"
1981-82	BOS	22	Brad Park	D	D	33	72	200	L	-	13	7	6	1948	7/6/48	"14 G, 42 A, 56 P"
1982-83	BOS	22	Brad Park	D	D	34	72	200	L	-	14	7	6	1948	7/6/48	"10 G, 26 A, 36 P"
1983-84	DET	22	Brad Park	D	D	35	72	200	L	-	15	7	6	1948	7/6/48	"5 G, 53 A, 58 P"
1984-85	DET	22	Brad Park	D	D	36	72	200	L	-	16	7	6	1948	7/6/48	"13 G, 30 A, 43 P"
2000-01	TBL	19	Brad Richards	C	F	20	72	196	L	-	0	5	2	1980	5/2/80	"21 G, 41 A, 62 P"
2001-02	TBL	19	Brad Richards	C	F	21	72	196	L	-	1	5	2	1980	5/2/80	"20 G, 42 A, 62 P"
2002-03	TBL	19	Brad Richards	C	F	22	72	196	L	-	2	5	2	1980	5/2/80	"17 G, 57 A, 74 P"
2003-04	TBL	19	Brad Richards	C	F	23	72	196	L	-	3	5	2	1980	5/2/80	"26 G, 53 A, 79 P"
2005-06	TBL	19	Brad Richards	C	F	25	72	196	L	-	4	5	2	1980	5/2/80	"23 G, 68 A, 91 P"
2006-07	TBL	19	Brad Richards	C	F	26	72	196	L	-	5	5	2	1980	5/2/80	"25 G, 45 A, 70 P"
2007-08	TBL	19	Brad Richards	C	F	27	72	196	L	-	6	5	2	1980	5/2/80	"18 G, 33 A, 51 P"
2007-08	DAL	91	Brad Richards	C	F	27	72	196	L	-	6	5	2	1980	5/2/80	"2 G, 9 A, 11 P"
2008-09	DAL	91	Brad Richards	C	F	28	72	196	L	-	7	5	2	1980	5/2/80	"16 G, 32 A, 48 P"
2009-10	DAL	91	Brad Richards	C	F	29	72	196	L	-	8	5	2	1980	5/2/80	"24 G, 67 A, 91 P"
2010-11	DAL	91	Brad Richards	C	F	30	72	196	L	-	9	5	2	1980	5/2/80	"28 G, 49 A, 77 P"
2011-12	NYR	19	Brad Richards	C	F	31	72	196	L	-	10	5	2	1980	5/2/80	"25 G, 41 A, 66 P"
2012-13	NYR	19	Brad Richards	C	F	32	72	196	L	-	11	5	2	1980	5/2/80	"11 G, 23 A, 34 P"
2013-14	NYR	19	Brad Richards	C	F	33	72	196	L	-	12	5	2	1980	5/2/80	"20 G, 31 A, 51 P"
2014-15	CHI	91	Brad Richards	C	F	34	72	196	L	-	13	5	2	1980	5/2/80	"9 G, 21 A, 30 P"
2015-16	DET	17	Brad Richards	C	F	35	72	199	L	-	14	5	2	1980	5/2/80	"10 G, 18 A, 28 P"
2015-16	ARZ	12	Brad Richardson	RW	F	30	72	190	L	-	10	2	4	1985	2/4/85	"11 G, 20 A, 31 P"
2016-17	ARZ	15	Brad Richardson	RW	F	31	72	190	L	-	11	2	4	1985	2/4/85	"5 G, 4 A, 9 P"
2017-18	ARZ	15	Brad Richardson	C	F	32	72	190	L	-	12	2	4	1985	2/4/85	"3 G, 6 A, 9 P"
1985-86	HAR	38	Brad Shaw	D	D	21	72	190	R	-	0	4	28	1964	4/28/64	"0 G, 2 A, 2 P"
1986-87	HAR	33	Brad Shaw	D	D	22	72	190	R	-	1	4	28	1964	4/28/64	"0 G, 0 A, 0 P"
1987-88	HAR	25	Brad Shaw	D	D	23	72	190	R	-	2	4	28	1964	4/28/64	"0 G, 0 A, 0 P"
1988-89	HAR	32	Brad Shaw	D	D	24	72	190	R	-	3	4	28	1964	4/28/64	"1 G, 0 A, 1 P"
1989-90	HAR	32	Brad Shaw	D	D	25	72	190	R	-	4	4	28	1964	4/28/64	"3 G, 32 A, 35 P"
1990-91	HAR	32	Brad Shaw	D	D	26	72	190	R	-	5	4	28	1964	4/28/64	"4 G, 28 A, 32 P"
1991-92	HAR	32	Brad Shaw	D	D	27	72	190	R	-	6	4	28	1964	4/28/64	"3 G, 22 A, 25 P"
1992-93	OTT	4	Brad Shaw	D	D	28	72	190	R	-	7	4	28	1964	4/28/64	"7 G, 34 A, 41 P"
1993-94	OTT	4	Brad Shaw	D	D	29	72	190	R	-	8	4	28	1964	4/28/64	"4 G, 19 A, 23 P"
1994-95	OTT	4	Brad Shaw	D	D	30	72	190	R	-	9	4	28	1964	4/28/64	"0 G, 0 A, 0 P"
1998-99	WSH	4	Brad Shaw	D	D	34	72	190	R	-	10	4	28	1964	4/28/64	"0 G, 0 A, 0 P"
1998-99	STL	28	Brad Shaw	D	D	34	72	190	R	-	10	4	28	1964	4/28/64	"0 G, 0 A, 0 P"
1995-96	FLA	19	Brad Smyth	RW	F	22	72	200	R	-	0	3	13	1973	3/13/73	"1 G, 1 A, 2 P"
1996-97	LAK	11	Brad Smyth	RW	F	23	72	200	R	-	1	3	13	1973	3/13/73	"8 G, 8 A, 16 P"
1996-97	FLA	19	Brad Smyth	RW	F	23	72	200	R	-	1	3	13	1973	3/13/73	"1 G, 0 A, 1 P"
1997-98	NYR	8	Brad Smyth	RW	F	24	72	200	R	-	2	3	13	1973	3/13/73	"0 G, 0 A, 0 P"
1997-98	LAK	11	Brad Smyth	RW	F	24	72	200	R	-	2	3	13	1973	3/13/73	"1 G, 3 A, 4 P"
1998-99	NSH	12	Brad Smyth	RW	F	25	72	200	R	-	3	3	13	1973	3/13/73	"0 G, 0 A, 0 P"
2000-01	NYR	39	Brad Smyth	RW	F	27	72	200	R	-	4	3	13	1973	3/13/73	"1 G, 0 A, 1 P"
2002-03	OTT	38	Brad Smyth	RW	F	29	72	200	R	-	5	3	13	1973	3/13/73	"3 G, 1 A, 4 P"
2000-01	ATL	19	Brad Tapper	RW	F	22	72	185	R	-	0	4	28	1978	4/28/78	"2 G, 3 A, 5 P"
2001-02	ATL	19	Brad Tapper	RW	F	23	72	185	R	-	1	4	28	1978	4/28/78	"2 G, 4 A, 6 P"
2002-03	ATL	18	Brad Tapper	RW	F	24	72	185	R	-	2	4	28	1978	4/28/78	"10 G, 4 A, 14 P"
2011-12	PIT	39	Brad Thiessen	G	G	25	72	180	-	L	0	3	19	1986	3/19/86	"3-1-0, 3.72 GAA"
2016-17	ANA	71	Brandon Montour	D	D	22	72	192	R	-	0	4	11	1994	4/11/94	"2 G, 4 A, 6 P"
2017-18	ANA	26	Brandon Montour	D	D	23	72	192	R	-	1	4	11	1994	4/11/94	"6 G, 14 A, 20 P"
2010-11	CHI	37	Brandon Pirri	C	F	19	72	183	L	-	0	4	10	1991	4/10/91	"0 G, 0 A, 0 P"
2011-12	CHI	37	Brandon Pirri	C	F	20	72	183	L	-	1	4	10	1991	4/10/91	"0 G, 2 A, 2 P"
2012-13	CHI	37	Brandon Pirri	C	F	21	72	183	L	-	2	4	10	1991	4/10/91	"0 G, 0 A, 0 P"
2013-14	CHI	37	Brandon Pirri	C	F	22	72	183	L	-	3	4	10	1991	4/10/91	"6 G, 5 A, 11 P"
2013-14	FLA	73	Brandon Pirri	C	F	22	72	183	L	-	3	4	10	1991	4/10/91	"7 G, 7 A, 14 P"
2014-15	FLA	73	Brandon Pirri	C	F	23	72	183	L	-	4	4	10	1991	4/10/91	"9 G, 2 A, 11 P"
2015-16	FLA	73	Brandon Pirri	C	F	24	72	186	L	-	5	4	10	1991	4/10/91	"11 G, 13 A, 24 P"
2015-16	ANA	11	Brandon Pirri	C	F	24	72	186	L	-	5	4	10	1991	4/10/91	"3 G, 2 A, 5 P"
2016-17	NYR	73	Brandon Pirri	RW	F	25	72	186	L	-	6	4	10	1991	4/10/91	"8 G, 10 A, 18 P"
2015-16	VAN	9	Brandon Prust	LW	F	31	72	195	L	-	8	3	16	1984	3/16/84	"1 G, 6 A, 7 P"
2015-16	WPG	13	Brandon Tanev	LW	F	24	72	180	L	-	0	12	31	1991	12/31/91	"0 G, 0 A, 0 P"
2016-17	WPG	13	Brandon Tanev	LW	F	25	72	180	L	-	1	12	31	1991	12/31/91	"2 G, 2 A, 4 P"
2017-18	WPG	13	Brandon Tanev	LW	F	26	72	180	L	-	2	12	31	1991	12/31/91	"3 G, 7 A, 10 P"
2001-02	PHX	29	Branko Radivojevic	RW	F	21	72	208	R	-	0	11	24	1980	11/24/80	"4 G, 2 A, 6 P"
2002-03	PHX	29	Branko Radivojevic	RW	F	22	72	208	R	-	1	11	24	1980	11/24/80	"12 G, 15 A, 27 P"
2003-04	PHI	19	Branko Radivojevic	RW	F	23	72	208	R	-	2	11	24	1980	11/24/80	"1 G, 8 A, 9 P"
2003-04	PHX	29	Branko Radivojevic	RW	F	23	72	208	R	-	2	11	24	1980	11/24/80	"9 G, 14 A, 23 P"
2005-06	PHI	19	Branko Radivojevic	RW	F	25	72	208	R	-	3	11	24	1980	11/24/80	"8 G, 6 A, 14 P"
2006-07	MIN	92	Branko Radivojevic	RW	F	26	72	208	R	-	4	11	24	1980	11/24/80	"11 G, 13 A, 24 P"
2007-08	MIN	92	Branko Radivojevic	RW	F	27	72	208	R	-	5	11	24	1980	11/24/80	"7 G, 10 A, 17 P"
1999-00	DAL	45	Brenden Morrow	LW	F	21	72	205	L	-	0	1	16	1979	1/16/79	"14 G, 19 A, 33 P"
2000-01	DAL	10	Brenden Morrow	LW	F	22	72	205	L	-	1	1	16	1979	1/16/79	"20 G, 24 A, 44 P"
2001-02	DAL	10	Brenden Morrow	LW	F	23	72	205	L	-	2	1	16	1979	1/16/79	"17 G, 18 A, 35 P"
2002-03	DAL	10	Brenden Morrow	LW	F	24	72	205	L	-	3	1	16	1979	1/16/79	"21 G, 22 A, 43 P"
2003-04	DAL	10	Brenden Morrow	LW	F	25	72	205	L	-	4	1	16	1979	1/16/79	"25 G, 24 A, 49 P"
2005-06	DAL	10	Brenden Morrow	LW	F	27	72	205	L	-	5	1	16	1979	1/16/79	"23 G, 42 A, 65 P"
2006-07	DAL	10	Brenden Morrow	LW	F	28	72	205	L	-	6	1	16	1979	1/16/79	"16 G, 15 A, 31 P"
2007-08	DAL	10	Brenden Morrow	LW	F	29	72	205	L	-	7	1	16	1979	1/16/79	"32 G, 42 A, 74 P"
2008-09	DAL	10	Brenden Morrow	LW	F	30	72	205	L	-	8	1	16	1979	1/16/79	"5 G, 10 A, 15 P"
2009-10	DAL	10	Brenden Morrow	LW	F	31	72	205	L	-	9	1	16	1979	1/16/79	"20 G, 26 A, 46 P"
2010-11	DAL	10	Brenden Morrow	LW	F	32	72	205	L	-	10	1	16	1979	1/16/79	"33 G, 23 A, 56 P"
2011-12	DAL	10	Brenden Morrow	LW	F	33	72	205	L	-	11	1	16	1979	1/16/79	"11 G, 15 A, 26 P"
2012-13	DAL	10	Brenden Morrow	LW	F	34	72	205	L	-	12	1	16	1979	1/16/79	"6 G, 5 A, 11 P"
2012-13	PIT	10	Brenden Morrow	LW	F	34	72	205	L	-	12	1	16	1979	1/16/79	"6 G, 8 A, 14 P"
2013-14	STL	10	Brenden Morrow	LW	F	35	72	205	L	-	13	1	16	1979	1/16/79	"13 G, 12 A, 25 P"
2014-15	TBL	10	Brenden Morrow	LW	F	36	72	205	L	-	14	1	16	1979	1/16/79	"2 G, 4 A, 6 P"
1987-88	DET	28	Brent Fedyk	RW	F	20	72	194	R	-	0	3	8	1967	3/8/67	"0 G, 1 A, 1 P"
1988-89	DET	"7,39"	Brent Fedyk	RW	F	21	72	194	R	-	1	3	8	1967	3/8/67	"2 G, 0 A, 2 P"
1989-90	DET	15	Brent Fedyk	RW	F	22	72	194	R	-	2	3	8	1967	3/8/67	"1 G, 4 A, 5 P"
1990-91	DET	14	Brent Fedyk	RW	F	23	72	194	R	-	3	3	8	1967	3/8/67	"16 G, 19 A, 35 P"
1991-92	DET	14	Brent Fedyk	LW	F	24	72	194	R	-	4	3	8	1967	3/8/67	"5 G, 8 A, 13 P"
1992-93	PHI	18	Brent Fedyk	LW	F	25	72	194	R	-	5	3	8	1967	3/8/67	"21 G, 38 A, 59 P"
1993-94	PHI	18	Brent Fedyk	RW	F	26	72	194	R	-	6	3	8	1967	3/8/67	"20 G, 18 A, 38 P"
1994-95	PHI	18	Brent Fedyk	RW	F	27	72	194	R	-	7	3	8	1967	3/8/67	"8 G, 4 A, 12 P"
1995-96	PHI	18	Brent Fedyk	LW	F	28	72	194	R	-	8	3	8	1967	3/8/67	"10 G, 5 A, 15 P"
1995-96	DAL	20	Brent Fedyk	LW	F	28	72	194	R	-	8	3	8	1967	3/8/67	"10 G, 9 A, 19 P"
1998-99	NYR	37	Brent Fedyk	LW	F	31	72	194	R	-	9	3	8	1967	3/8/67	"4 G, 6 A, 10 P"
1967-68	LAK	"4,5"	Brent Hughes	D	D	24	72	205	L	-	0	6	17	1943	6/17/43	"4 G, 10 A, 14 P"
1968-69	LAK	5	Brent Hughes	D	D	25	72	205	L	-	1	6	17	1943	6/17/43	"2 G, 19 A, 21 P"
1969-70	LAK	5	Brent Hughes	D	D	26	72	205	L	-	2	6	17	1943	6/17/43	"1 G, 7 A, 8 P"
1970-71	PHI	5	Brent Hughes	D	D	27	72	205	L	-	3	6	17	1943	6/17/43	"1 G, 10 A, 11 P"
1971-72	PHI	5	Brent Hughes	D	D	28	72	205	L	-	4	6	17	1943	6/17/43	"2 G, 20 A, 22 P"
1972-73	STL	3	Brent Hughes	D	D	29	72	205	L	-	5	6	17	1943	6/17/43	"1 G, 1 A, 2 P"
1972-73	PHI	5	Brent Hughes	D	D	29	72	205	L	-	5	6	17	1943	6/17/43	"2 G, 11 A, 13 P"
1973-74	STL	3	Brent Hughes	D	D	30	72	205	L	-	6	6	17	1943	6/17/43	"0 G, 0 A, 0 P"
1973-74	DET	24	Brent Hughes	D	D	30	72	205	L	-	6	6	17	1943	6/17/43	"1 G, 21 A, 22 P"
1974-75	KCS	5	Brent Hughes	D	D	31	72	205	L	-	7	6	17	1943	6/17/43	"1 G, 18 A, 19 P"
1978-79	DET	27	Brent Peterson	C	F	20	72	190	R	-	0	2	15	1958	2/15/58	"0 G, 0 A, 0 P"
1979-80	DET	27	Brent Peterson	C	F	21	72	190	R	-	1	2	15	1958	2/15/58	"1 G, 2 A, 3 P"
1980-81	DET	"12,27"	Brent Peterson	C	F	22	72	190	R	-	2	2	15	1958	2/15/58	"6 G, 18 A, 24 P"
1981-82	DET	12	Brent Peterson	C	F	23	72	190	R	-	3	2	15	1958	2/15/58	"1 G, 0 A, 1 P"
1981-82	BUF	20	Brent Peterson	C	F	23	72	190	R	-	3	2	15	1958	2/15/58	"9 G, 5 A, 14 P"
1982-83	BUF	20	Brent Peterson	C	F	24	72	190	R	-	4	2	15	1958	2/15/58	"13 G, 24 A, 37 P"
1983-84	BUF	20	Brent Peterson	C	F	25	72	190	R	-	5	2	15	1958	2/15/58	"9 G, 12 A, 21 P"
1984-85	BUF	20	Brent Peterson	C	F	26	72	190	R	-	6	2	15	1958	2/15/58	"12 G, 22 A, 34 P"
1985-86	VAN	10	Brent Peterson	C	F	27	72	190	R	-	7	2	15	1958	2/15/58	"8 G, 23 A, 31 P"
1986-87	VAN	10	Brent Peterson	C	F	28	72	190	R	-	8	2	15	1958	2/15/58	"7 G, 15 A, 22 P"
1987-88	HAR	17	Brent Peterson	C	F	29	72	190	R	-	9	2	15	1958	2/15/58	"2 G, 7 A, 9 P"
1988-89	HAR	17	Brent Peterson	C	F	30	72	190	R	-	10	2	15	1958	2/15/58	"4 G, 13 A, 17 P"
1980-81	NYI	21	Brent Sutter	C	F	18	72	192	R	-	0	6	10	1962	6/10/62	"2 G, 2 A, 4 P"
1981-82	NYI	21	Brent Sutter	C	F	19	72	192	R	-	1	6	10	1962	6/10/62	"21 G, 22 A, 43 P"
1982-83	NYI	21	Brent Sutter	C	F	20	72	192	R	-	2	6	10	1962	6/10/62	"21 G, 19 A, 40 P"
1983-84	NYI	21	Brent Sutter	C	F	21	72	192	R	-	3	6	10	1962	6/10/62	"34 G, 15 A, 49 P"
1984-85	NYI	21	Brent Sutter	C	F	22	72	192	R	-	4	6	10	1962	6/10/62	"42 G, 60 A, 102 P"
1985-86	NYI	21	Brent Sutter	C	F	23	72	192	R	-	5	6	10	1962	6/10/62	"24 G, 31 A, 55 P"
1986-87	NYI	21	Brent Sutter	C	F	24	72	192	R	-	6	6	10	1962	6/10/62	"27 G, 36 A, 63 P"
1987-88	NYI	21	Brent Sutter	C	F	25	72	192	R	-	7	6	10	1962	6/10/62	"29 G, 31 A, 60 P"
1988-89	NYI	21	Brent Sutter	C	F	26	72	192	R	-	8	6	10	1962	6/10/62	"29 G, 34 A, 63 P"
1989-90	NYI	21	Brent Sutter	C	F	27	72	192	R	-	9	6	10	1962	6/10/62	"33 G, 35 A, 68 P"
1990-91	NYI	21	Brent Sutter	C	F	28	72	192	R	-	10	6	10	1962	6/10/62	"21 G, 32 A, 53 P"
